,artistName,artistId,genres,follower,popularity,famille_musicale
1240,Simba La Rue,2PEMswqQspTSsAltdeF5kO,['italian trap'],963545.0,71.0,Hip-Hop
1241,Il Tre,4p5IspnsqtILeRtckOxumu,['italian trap'],390733.0,54.0,Hip-Hop
1242,Neffa,54dqxLAclwu0QSaTwCyCaF,['italian singer-songwriter'],343392.0,58.0,Autre
1243,Alessandra Amoroso,2pjb5ffSoVTr5lRYQXlnPu,[],1540426.0,59.0,No Genre
1244,Boro,1hHYi4Vy83BGo6TqKd98hu,['italian trap'],394304.0,56.0,Hip-Hop
1245,Jake La Furia,6JFRI91YaCXREGQYzHSnUH,['italian trap'],458723.0,64.0,Hip-Hop
1246,Bresh,7FeObngbQ0GY3SojNwKdKn,['italian trap'],318978.0,69.0,Hip-Hop
1247,Mahmood,06nvjg4wBANK6DCHjqtPNd,[],1542332.0,64.0,No Genre
1248,Chris Nolan,1xsYReh7zhty26wD4tprKh,['italian trap'],25739.0,56.0,Hip-Hop
1249,Fabri Fibra,7u710e44HW3K7A5eTnRqHC,['italian trap'],1565764.0,66.0,Hip-Hop
1250,Noyz Narcos,49UAapOfpOg1ZOU4xf2NgY,['italian trap'],850332.0,65.0,Hip-Hop
1251,Nashley,5RiGhrEoM1SBjZoY25lCfe,['italian trap'],180897.0,47.0,Hip-Hop
1252,Jovanotti,7tmMPdOmFvdRvbj2aWoiRi,"['italian singer-songwriter', 'italo dance']",2647706.0,68.0,Electro
1253,Franco126,2KkO9uXHF9BVNJASjLekAc,['indie'],396515.0,66.0,Autre
1254,Tiziano Ferro,11TplWqOPQBTmg2eiSLt1m,"['italian singer-songwriter', 'italo dance']",2177135.0,65.0,Electro
1255,J-AX,2iK8weavvfS2xJCmzNzNE5,[],2042568.0,60.0,No Genre
1256,Nitro,6jQZzWW3JlEtcRDSzFVKSP,['italian trap'],729451.0,60.0,Hip-Hop
1257,Ligabue,7H8ZC8uHJMPZGLMApRRNIz,"['italian singer-songwriter', 'singer-songwriter']",1525837.0,62.0,Autre
1258,Boomdabash,4mAsWDGLUIEdo6imU77WG6,[],764074.0,57.0,No Genre
1259,Cesare Cremonini,396Jr76018oUMR6QBnqT8T,['italian singer-songwriter'],1348436.0,68.0,Autre
1260,Fabrizio De André,19HiWVd2g0XyJstBsbW2Qm,"['italian singer-songwriter', 'singer-songwriter']",1331157.0,61.0,Autre
1261,Vale Pain,1ZDu0fOcpCIjDwyl2cvk08,[],,,No Genre
1262,yungest Moonstar,3l9OOqBvHs4SM91bWqtaQb,[],,,No Genre
1263,Slait,2KXYAKQTxHuUHDtVgeGn6w,[],,,No Genre
1264,Junior K,63pCdEiziMCDjGOdM1XCrJ,[],,,No Genre
1265,Fred De Palma,0QrUbsrL5imqntAfDl8i7q,[],,,No Genre
1266,Caparezza,4l0PmbNvFq3m5JaUuAPbcB,[],,,No Genre
1267,Sacky,1sybJwRGo9WiiqcZLzzAbS,[],,,No Genre
1268,Neima Ezza,754BUADwzMYecBgOoBaetK,[],,,No Genre
1269,BLOODY VINYL,0VitAFMCI2apQxKzDjg1PU,[],,,No Genre
1270,Yung Snapp,4y5lvMadZv6NAv8RgcCRem,[],,,No Genre
1271,Alfa,7GacyaFUp0qkEJglERX9N7,[],,,No Genre
1272,Tommaso Paradiso,47z0zz9ZMCn9GBiPRTn5Bc,[],,,No Genre
1273,Lucio Dalla,25MkkfEousyfp2eyh38FUl,[],,,No Genre
1274,LDA,5FwDaIGy29GQC5d0MR7fKf,[],,,No Genre
1275,Lucio Battisti,2caOYPej26UoQOyFnzXW3G,[],,,No Genre
1276,Gaia,3AVx3OBPIk4pJQllAXoVs1,[],,,No Genre
1277,Dark Polo Gang,4CuMwzDzEdlUJMEna38VQ0,[],,,No Genre
1278,Mr.Rain,59MLbXG0jLVwJup3KAd6m1,[],,,No Genre
1279,Il Pagante,1vKXVGgIDP1XXZX4Tehjtn,[],,,No Genre
1280,Don Joe,3WrMBQYO99lzSOhYGPiVoQ,[],,,No Genre
1281,MV Killa,0QqmgpgI0C1DyyDk49vnxY,[],,,No Genre
1282,Night Skinny,2E6AK3UPEGCvjnzuygCh2h,[],,,No Genre
1283,Annalisa,0EqkKYDK9EkKY5N7zU3FPv,[],,,No Genre
1284,Negramaro,1X9iZlQXfAAx4Vvmlqeao7,['italian singer-songwriter'],1182139.0,60.0,Autre
1285,Niko Pandetta,5H5RWXYleho8amdspskcUb,"['neomelodico', 'canzone napoletana', 'italian trap']",521179.0,56.0,Hip-Hop
1286,Pino Daniele,2eFv7NVs8R6Go7msuqikeg,"['italian singer-songwriter', 'canzone napoletana', 'singer-songwriter', 'neomelodico']",1082088.0,63.0,Autre
1287,Mara Sattei,0zoMmzmyi8N8LwzhyXPvtk,['italian trap'],159850.0,58.0,Hip-Hop
1288,Mostro,5dPBeuSKtu5vLz1Et8YSVv,['italian trap'],421586.0,56.0,Hip-Hop
1289,Calcutta ,582KhTHEVOONNQLmQ5612r,['indie'],883777.0,64.0,Autre
1290,Aka 7even,0lQtBhjEJpoOroQS6fbWMc,[],375698.0,40.0,No Genre
1291,MACHETE,7Do8se3ZoaVqUt3woqqSrD,['italian trap'],472262.0,53.0,Hip-Hop
1292,Rhove,44DWomjW1oDuxIoBIRpmQ4,['italian trap'],729457.0,60.0,Hip-Hop
1293,Franco Battiato,4lianjyuR1tqf6oUX8kjrZ,"['italian singer-songwriter', 'singer-songwriter']",871662.0,58.0,Autre
1294,Ketama126,0pSx3asj3usz5PRt8COo0E,['italian trap'],322352.0,56.0,Hip-Hop
1295,Fasma,1hM06YHQ635cZwwUbn7dpk,[],325725.0,50.0,No Genre
1296,Nic Sarno,3PbxfXGwcCLn85zVQK1ulo,['italian trap'],3603.0,52.0,Hip-Hop
1297,MILES,1gs79u8PKkWAW1yfymbkTt,['italian trap'],45792.0,49.0,Hip-Hop
1298,GG,0kbBijEWCi7FWrBpnpOcHd,[],5268.0,50.0,No Genre
1299,883,6bMul6rmRS03x38tWKYifO,['italian singer-songwriter'],1190491.0,63.0,Autre
1300,Gigi D'Alessio,4eSMsVzRJHhN1aq0IvZcyn,"['neomelodico', 'canzone napoletana']",645258.0,61.0,Autre
1301,Venerus,49faW2w8eguUIAG5c85KcD,[],125861.0,54.0,No Genre
1302,Bobo,4W6DLx1j8rZzzcbMuUd42J,['italian trap'],40666.0,63.0,Hip-Hop
1303,Elodie,7GgpsUpkj3olseoaTY7TEY,[],971519.0,67.0,No Genre
1304,Vegas Jones,4b3MWJACM6T1QwGKoFe7pp,"['italian trap', 'trap']",923135.0,53.0,Hip-Hop
1305,Random,05kigUQCchmbJDmhDiYiS0,[],322277.0,49.0,No Genre
1306,Noemi,62C5P1caRIK12ndTkzNJjA,[],645828.0,63.0,No Genre
1307,Baby K,725KKhVCSCQbYkZBptBTfg,[],1305037.0,52.0,No Genre
1308,Zucchero,2KftmGt9sk1yLjsAoloC3M,"['italo dance', 'italian singer-songwriter']",1112823.0,64.0,Electro
1309,Deddy,7FoxLMG7HePgQvwDfJj7VR,[],158633.0,8.0,No Genre
1310,Dani Faiv,0ffKEtMDnROKWyJtXUnLbJ,['italian trap'],368488.0,56.0,Hip-Hop
1311,DJ Matrix,7fajLZIgjOSUcPFuryO80A,['italo dance'],191402.0,56.0,Electro
1312,Antonello Venditti,3hYLJPJuDyblFKersEaFd6,"['italian singer-songwriter', 'singer-songwriter', 'italo dance']",936281.0,59.0,Electro
1313,Purple Disco Machine,2WBJQGf1bT1kxuoqziH5g4,"['disco house', 'nu disco', 'funky house', 'house']",793981.0,73.0,Electro
1314,Federico Rossi,27cy5lbFuVKPVSCD36bmuu,[],70496.0,41.0,No Genre
1315,OG Version,0Y2zzjMum7MSOCvI0GNbv5,[],73607.0,50.0,No Genre
1316,Justinas Jarutis,56OLtN2Eqc3fMT40ehCj5d,[],54517.0,43.0,No Genre
1317,Free Finga,3jfKIjYYnAfdUW40Uragnd,[],35527.0,49.0,No Genre
1318,Sel,3x5BNVdaDxbzqEQOxPoQ5F,[],84730.0,46.0,No Genre
1319,Jessica Shy,0CinAWYkte8opxVAPI3nMu,[],104646.0,53.0,No Genre
1320,Hiperbolė,3ZFyBdeq0XQ2qeUZ2TGJX7,[],22740.0,40.0,No Genre
1321,G&G Sindikatas,2bqjifJKTLK1AS9AnGbX0L,[],41029.0,42.0,No Genre
1322,Lilas ir Innomine,7EvvLZS0GP7XuNlWFFXpFR,[],40741.0,46.0,No Genre
1323,Vaidas Baumila,7AczdBjiNUjo4pxVVucvw1,[],35496.0,40.0,No Genre
1324,Joji,3MZsBdqDrRTJihTHQrO6Dq,[],10165570.0,79.0,No Genre
1325,Daddy Was a Milkman,0CcjW001Z9PiLCYYS5oNou,[],35394.0,37.0,No Genre
1326,Marijonas Mikutavičius,0seAUteh6YCMTYjXgAOpMz,[],34295.0,38.0,No Genre
1327,girl in red,3uwAm6vQy7kWPS2bciKWx9,['bedroom pop'],8209534.0,74.0,Pop
1328,Zivert,1pvmXh50KezixmCHnp9XvV,[],973178.0,55.0,No Genre
1329,Prāta Vētra,52SusfPq6EW5PgrjUqMHSy,[],108423.0,46.0,No Genre
1330,Singapūras Satīns,3X4o7qy1ci4qtCVg2AtuXb,[],34025.0,43.0,No Genre
1331,Dazadi izpilditaji,6gkDliCmUDH44P9S44ZswH,[],1895.0,7.0,No Genre
1332,Skryptonite,3vvLuXEEf7sl3izJcw0GIn,[],3032027.0,64.0,No Genre
1333,MiyaGi & Endspiel,6L5bLEtpxwd0KOdOr3gtW4,[],3191274.0,65.0,No Genre
1334,Egor Kreed,2KoLmBXwsgMkfAvoPBlPmb,[],1535475.0,62.0,No Genre
1335,Max Korzh,5meD8C7oGK5yUEY2T7ZZ7W,[],2224743.0,61.0,No Genre
1336,Eldzhey,0Cm90jv892OeEegB3ELmvN,[],666984.0,58.0,No Genre
1337,Markul,3Vfd5HJnhjnvdyuQYHtYa2,[],420113.0,52.0,No Genre
1338,Ziedu Vija,7LT18zOJn9Z83KN4IwpfAr,[],5661.0,26.0,No Genre
1339,Платина,4TzGOY9RpErzedN02w8Boh,[],566784.0,57.0,No Genre
1340,SLAVA MARLOW,55jryyk7RhvMbrvoF0ndBh,[],625304.0,48.0,No Genre
1341,Miyagi & Andy Panda,0hmUwzWBrPHpGWGrYH05c3,[],2364691.0,63.0,No Genre
1342,МОТ,6OTMjaRQ9kxdwoPRYTmyOM,[],913335.0,60.0,No Genre
1343,JONY,2ISiyx4DLCMAMBCvPesCoq,[],1861164.0,67.0,No Genre
1344,Tima Belorusskih,0bOSNnz9bGAUlV3OJ3rnQW,[],402162.0,50.0,No Genre
1345,$NOT,5IbEL2xjRtKsunfmsahLuO,[],1564624.0,66.0,No Genre
1346,GONE.Fludd,0ohUvVskERzK18bvWXFEqi,[],689752.0,61.0,No Genre
1347,Basta,7as5DY4Rz9jac9tgoTrj9H,[],1575849.0,62.0,No Genre
1348,OG Buda,1H1zBr7TXFwTwsHU5kX9gW,[],1043110.0,62.0,No Genre
1349,Mesa,2BVeB55HSYHIpcmNZkG8Fy,[],24793.0,36.0,No Genre
1350,Mula B,6zEaCvF0CqEHs7kFyBkLHi,[],241696.0,59.0,No Genre
1351,Antoon,5sBoNBXFMzoZjgHLbQueeG,['nederpop'],218928.0,63.0,Pop
1352,Broederliefde,5GvMLzUp6tMBpaCbr903RN,[],556695.0,63.0,No Genre
1353,Bilal Wahib,5wV3FoaNbDB6X9INuQvs1K,[],78199.0,53.0,No Genre
1354,Donnie,2ylIKKdMukkuprCgY4ZDFE,['nederpop'],134584.0,61.0,Pop
1355,LouiVos,0lzYw5xI9jgMg8O5i4bTre,[],116082.0,51.0,No Genre
1356,JoeyAK,4iCzh7b2cLbHVsPOwhr8W0,[],210538.0,61.0,No Genre
1357,Trobi,0MBLQbpbPvJ4oXM0Cj4aKR,[],47816.0,61.0,No Genre
1358,KA,7DpYMZzVNrjqw1geHziUEd,[],119468.0,59.0,No Genre
1359,Andre Hazes,04MtOUkmIDC4LAxDDBjrOY,['nederpop'],844966.0,64.0,Pop
1360,Dopebwoy,6OQggpm01CmAB717TKtDCr,[],256682.0,61.0,No Genre
1361,Henkie T,3n51Vz9Zb9aFmoXmXZ50El,[],135939.0,57.0,No Genre
1362,Rene Froger,5MvyMusqNikgVgkKHLc3pb,['nederpop'],89756.0,50.0,Pop
1363,Racoon,30mNTnmvPn3HwXA5dW1Iza,['nederpop'],314955.0,59.0,Pop
1364,SRNO,0Kwf0zcciIFGLCKiqNcO6Q,[],37368.0,62.0,No Genre
1365,Maan,5vmwWgrlwCfHm1P0vdDFbU,['nederpop'],315538.0,56.0,Pop
1366,Cor,66wqVYADY665LeMxs8nlk3,[],39008.0,50.0,No Genre
1367,Davina Michelle,6OG9fZ1LKXyL0hShRmmnq1,['nederpop'],474318.0,56.0,Pop
1368,Tabitha,7iBY1RLWDV5zX9NDNQxurm,['nederpop'],132983.0,54.0,Pop
1369,Idaly,1EYdbYpGAuJy6uZo4sVMoM,[],115008.0,62.0,No Genre
1370,Ashafar,438nTuoZFCZCyBl33jE9dU,[],218769.0,58.0,No Genre
1371,Hef,7ge3QfYPMTjDbMoVLuuIuJ,[],194812.0,60.0,No Genre
1372,EZG,19a4917FBnuYz90ezDrKv4,"['hardcore', 'hardstyle', 'frenchcore']",56070.0,53.0,Autre
1373,Sigourney K,0JgazfmeUqlV0HSXvs7kvj,['nederpop'],20377.0,47.0,Pop
1374,Beste Zangers,5tOJq6eS9TQEya6rxFvfEa,['nederpop'],19611.0,55.0,Pop
1375,FLEMMING,0YLlTW9rW7ZCy2cA2u3RYk,['nederpop'],360450.0,61.0,Pop
1376,CHO,0YPIovtLh5msFPFuCcn30R,[],96744.0,57.0,No Genre
1377,BLØF,0KQX2wRHV2VLjuscfJFNxB,['nederpop'],397538.0,59.0,Pop
1378,Chivv,2hBfmHHnM4dS4pJgEJENCg,[],121976.0,58.0,No Genre
1379,Big2,3B1Z5CuKo6kA4NzitgWwWV,['nederpop'],29641.0,51.0,Pop
1380,Tino Martin,0iVHnv2bQN5iee8J6iCVO4,['nederpop'],227060.0,60.0,Pop
1381,Fresku,5m1cLmgZIfEYPLejhLFR10,['nederpop'],84486.0,49.0,Pop
1382,Reverse,4B4ON3QQ4AoObbF1jGOzJK,[],949.0,36.0,No Genre
1383,RONDÉ,4hj9dun9KpnBukLv7Hgfkr,['nederpop'],59588.0,53.0,Pop
1384,Guus Meeuwis,72qVrKXRp9GeFQOesj0Pmv,[],,,No Genre
1385,Qlas & Blacka,0ltU5V1lbLkZlgXrnCeGjx,[],,,No Genre
1386,Bizzey,5GIcOzVFTNnzArytjmTkW8,[],,,No Genre
1387,Kris Kross Amsterdam,4LcUpNlXFEleaLlelmkv2R,[],,,No Genre
1388,Bryan Mg,1PyToLP6F2rzV0ZSR71lgl,[],,,No Genre
1389,Sjaak,2YjydjpJfm9VAtiV0XRmkm,[],,,No Genre
1390,Chef'Special,7IiSLreTg1of8dDwxwiPw3,[],,,No Genre
1391,Emma Heesters,3898xesz6JuQkpz7Kiu4uM,[],,,No Genre
1392,Rolf Sanchez,3R6VoMjUANEP9wb7fRNXws,[],,,No Genre
1393,Kensington,5hHcAWKNV84BEbkRnbQ6A7,[],,,No Genre
1394,Kraantje Pappie,5yDkaiPTFbHGWCMXAEBt5Q,[],,,No Genre
1395,Lucas & Steve,5wwneIFdawNgQ7GvKK29Z3,[],,,No Genre
1396,Jonas Brothers,7gOdHgIoIKoe4i9Tta6qdD,[],,,No Genre
1397,Emms,2AkaK2DXdBUWYjpwOHoKs2,[],,,No Genre
1398,Diggy Dex,4XQhU3S4TyPkiPIsSu2hmA,[],,,No Genre
1399,Miss Montreal,06eTdzI1FA6c2cPQAeVHY2,[],,,No Genre
1400,Paul Sinha,0Uev3WqwkRc17NqfsvVv4K,[],,,No Genre
1401,Fatah,5tzrNHhl5pR4ljkkaz4DHN,[],,,No Genre
1402,The Opposites,23951Pg9PiLB8Uza3k12g6,[],,,No Genre
1403,SFB,50mdotNCJ2PcoZiAgsh8dY,[],,,No Genre
1404,Jan Smit,7iR5h6yGnTiswjsmj624Rq,[],,,No Genre
1405,Cristian D,1uBw9o9xJfe2H3geRocQq4,[],,,No Genre
1406,Danny Vera,1bObiFZkYu7IfzxVlAVj5x,[],,,No Genre
1407,Architrackz,5YqXgMhzkUnyjYQGgoIvoq,[],,,No Genre
1408,Brysa,20bXifvyaank813LMJGw5G,[],,,No Genre
1409,AFROJACK,4D75GcNG95ebPtNvoNVXhz,[],,,No Genre
1410,Outsiders,0aKXalHKVzkLJ6aeUY3HMf,[],,,No Genre
1411,Chris Holsten,63Dir7MyAhpGcHU3rOh3uF,[],,,No Genre
1412,Hagle,4gDfRB8znZzXih7iQ3pGeW,[],,,No Genre
1413,Ramón,5r6ViSL3nacDRVBtnXlixL,[],,,No Genre
1414,Halva Priset,05XcYmdt6oIP0URKWYnyWk,['norwegian pop'],31041.0,50.0,Pop
1415,Gabrielle,4OovmAu23KrDlDQI2UbneL,['norwegian pop'],69145.0,52.0,Pop
1416,TIX,6CawoDDP1IZUSGl4wSJGC9,"['russelåter', 'epadunk', 'norwegian pop']",242013.0,58.0,Pop
1417,Ringnes-Ronny,4TNb6OInXahdseLnzAY1eL,"['epadunk', 'russelåter', 'ragga', 'norwegian pop']",173826.0,60.0,Pop
1418,Den BB,3YP7MBWoSfkTwq0pOMj651,"['russelåter', 'epadunk']",24063.0,52.0,Autre
1419,Staysman,5J10DHSs5nFktP4DNYncwj,"['norwegian pop', 'epadunk', 'russelåter']",35088.0,56.0,Pop
1420,Broiler,3836OTICMPjhTMMcpPw4EC,"['norwegian pop', 'russelåter']",191344.0,65.0,Pop
1421,Karpe,3X23gpg1vPacr0hBARyxtN,"['norwegian hip hop', 'norwegian pop']",313405.0,55.0,Hip-Hop
1422,Astrid S,3AVfmawzu83sp94QW7CEGm,['norwegian pop'],1368216.0,67.0,Pop
1423,Ballinciaga,7GgWpPrcNYH90st7I3nJtv,"['russelåter', 'norwegian hip hop', 'norwegian pop', 'epadunk']",137528.0,54.0,Hip-Hop
1424,Hver gang vi møtes,24Lqq3mnesl7IljSVFEBEO,"['norwegian pop', 'norwegian hip hop']",43592.0,66.0,Pop
1425,Rotlaus,4ivFOCSoFSwxPXQawDqylT,"['norwegian pop', 'dansband']",61216.0,54.0,Pop
1426,Kris Winther,2GZeZUYvAiZYRRBRBpOjrG,"['russelåter', 'epadunk']",13618.0,48.0,Autre
1427,SuperJonny,1qN9U0yBn6fvVbz0GXSCsc,"['russelåter', 'epadunk']",620.0,42.0,Autre
1428,Ruben,0x3PXj1WnuW7YsBxQK57xM,[],63952.0,51.0,No Genre
1429,Unge Ferrari,3Fe3yv5ZGCwcaMnlBltuT2,"['norwegian hip hop', 'norwegian pop']",53080.0,46.0,Hip-Hop
1430,Soppgirobygget,03SBMfoHX3EUENFwFoLN5i,"['russelåter', 'epadunk']",76372.0,62.0,Autre
1431,Hellbillies,0PqNs9XCK5D16ihtRMuOoU,"['norwegian pop', 'dansband']",137545.0,52.0,Pop
1432,Vassendgutane,5sSnMyOXFRHWNFcC2LgdT2,"['dansband', 'norwegian pop']",116393.0,52.0,Pop
1433,LamboLaz,65RF0CIG7aJEWRcdHIbdLN,['russelåter'],320.0,42.0,Autre
1434,Roc Boyz,09qHO1fFJ6iIeTuCjO7Bfa,"['russelåter', 'norwegian hip hop', 'epadunk']",74401.0,62.0,Hip-Hop
1435,El Papi,54CixfaGAPcjkP7Dx5PjvV,"['russelåter', 'epadunk', 'norwegian pop']",60894.0,50.0,Pop
1436,X Ambassadors,3NPpFNZtSTHheNBaWC82rB,[],3072901.0,72.0,No Genre
1437,Hov1,68dW5BU6sdVNf099EylxEt,[],348422.0,69.0,No Genre
1438,KEiiNO,0chh7dlaUzEreDTulHiOlm,"['europop', 'norwegian pop']",61887.0,46.0,Pop
1439,Kevin Lauren,0MVtdQmPsEozKSPjeLUyn1,"['russelåter', 'norwegian hip hop', 'norwegian pop']",14651.0,36.0,Hip-Hop
1440,Arif,3l4RyQwQ0kHZ9Q9cQbRNMr,['norwegian hip hop'],33604.0,8.0,Hip-Hop
1441,Maria Mena,3rTRHzFfbTk5GL3LpYZGHR,['norwegian pop'],223802.0,52.0,Pop
1442,Dree Low,3tNPDodRNuLdezJnTsYOqy,[],244593.0,56.0,No Genre
1443,ADAAM,7zLm9op6LgPqKL62d1FzhO,['epadunk'],203249.0,56.0,Autre
1444,Tungevaag,49CE2ffZ6Z3zeYSDauSKck,['big room'],170849.0,63.0,Autre
1445,Matoma,4YXycRbyyAE0wozTk7QMEq,['tropical house'],711505.0,63.0,Electro
1446,Cir.Cuz,2FHOS0GkJv3EyT8a9BhP9E,"['norwegian pop', 'norwegian hip hop']",88612.0,43.0,Pop
1447,Dagny,6Paz0vXJJ9bCPf0fEm3qzg,['norwegian pop'],182047.0,55.0,Pop
1448,Emma Steinbakken,3GIadM69XShFZNB3gP67Td,['norwegian pop'],93742.0,56.0,Pop
1449,CLMD,7LiVklVR1325BIOqD9kykr,[],34767.0,50.0,No Genre
1450,Highasakite,5awQWdBpLqN2KFVRN8w56T,['norwegian pop'],144484.0,51.0,Pop
1451,Marcus & Martinus,3N4FiTxpPQRsrihmTMN349,['norwegian pop'],803360.0,61.0,Pop
1452,Carina Dahl,3nuhBdXXO0mnjugdrDxkmt,"['epadunk', 'norwegian pop']",30947.0,52.0,Pop
1453,Morgan Sulele,3EaDukxGx5viO0MTLW1a5X,"['norwegian pop', 'russelåter']",52930.0,49.0,Pop
1454,Plumbo,6EokhXVfuwkt5542gzakJ9,"['norwegian pop', 'dansband']",137301.0,50.0,Pop
1455,Veronica Maggio,2OIWxN9xUhgUHkeUCWCaNs,[],623842.0,67.0,No Genre
1456,Sigrid,4TrraAsitQKl821DQY42cZ,['norwegian pop'],714558.0,58.0,Pop
1457,Rasmus Gozzi,3loTvAld5Tpk5aSNbboGpj,"['epadunk', 'russelåter', 'ragga']",87077.0,58.0,Autre
1458,Isah,5kZZsRShoba2QQpDAv9P0B,"['norwegian hip hop', 'norwegian pop']",30943.0,47.0,Hip-Hop
1459,Yasin,6rYEqmajzlhGVaayOJ2bpJ,[],366662.0,67.0,No Genre
1460,Cezinando,504cl42JQLRqlZddfZ3S4z,"['norwegian hip hop', 'norwegian pop']",57794.0,52.0,Hip-Hop
1461,Zoe Wees,03d2mJXSMtuPI0nIvLnhoS,[],531836.0,65.0,No Genre
1462,Nicolay Ramm,5VD5GCCQ2hh0m7ufVlmcue,['norwegian pop'],17730.0,41.0,Pop
1463,Stig Brenner,35j3Bv3gRKUHbiFSxVjjIf,"['norwegian hip hop', 'norwegian pop']",16540.0,55.0,Hip-Hop
1464,Eva Weel Skram,3u2Sz4K3PFfalhDU0vSHT3,"['norwegian pop', 'christmas']",42016.0,43.0,Pop
1465,Albatraoz,5wOlRsRt9ggoBDjjmhaF7x,"['epadunk', 'russelåter', 'ragga']",77954.0,53.0,Autre
1466,Kurt Nilsen,49HPMFWsosCuRf810Ay1Vv,"['christmas', 'norwegian pop']",86237.0,43.0,Pop
1467,Freddy Kalas,2HAShHcL0dMLf1iNzmxTi3,['norwegian pop'],177122.0,50.0,Pop
1468,AURORA,1WgXqy2Dd70QQOU7Ay074N,"['norwegian pop', 'art pop']",4328375.0,76.0,Pop
1469,Klaas,25sJFKMqDENdsTF7zRXoif,['slap house'],135800.0,65.0,Electro
1470,Zara Larsson,1Xylc3o4UrD53lo9CvFvVg,"['Pop', 'Dance']",10694756.0,76.0,Pop
1471,Mata,0MIG6gMcQTSvFbKvUwK0id,[],2161938.0,71.0,No Genre
1472,sanah,0TMvoNR0AIJV138mHY6jdE,[],2977673.0,69.0,No Genre
1473,Kizo,2IHoZ3RrDJIikMRsYgHjhy,[],1441679.0,67.0,No Genre
1474,Sobel,56VhOZOF6hwqrbNYwkmcsH,[],1280039.0,68.0,No Genre
1475,White 2115,4nPxrGG7k7aEKmNLsfX4cd,[],1406187.0,70.0,No Genre
1476,Taco Hemingway,7CJgLPEqiIRuneZSolpawQ,[],1703526.0,71.0,No Genre
1477,Lanek,7afPAbg5jb45KFUSnHIMFG,[],170684.0,65.0,No Genre
1478,Oki,1oxn6cQ37twQ7yGnlE3ETd,[],1071398.0,71.0,No Genre
1479,Pedro,2LI7lXaNJU420lffFWJUcT,[],28435.0,65.0,No Genre
1480,Bedoes 2115,0LX2VNf5w4iOHW1yyIqb74,[],1620584.0,69.0,No Genre
1481,Malik Montana,1Kjs5u8GQf6zCFdTj6SI9E,[],1284669.0,68.0,No Genre
1482,Quebonafide,1fxbULcd6ryMNc1usHoP0R,[],1346156.0,67.0,No Genre
1483,Young Igi,1yq2JzsqbzFbJ1B7wGOXLc,[],745157.0,66.0,No Genre
1484,Żabson,0QR764k0D36npmTMWx5bft,[],1079734.0,66.0,No Genre
1485,Young Leosia,0iBTVnJ1Sff92zCDujfvyJ,[],575489.0,65.0,No Genre
1486,Otsochodzi,4zvO09rVUIVTeALhs6xLoB,[],591351.0,69.0,No Genre
1487,Kukon,3U5Oag04Yl2WnvPULOlsMD,[],679698.0,66.0,No Genre
1488,Białas,2ufQfSFDFXfMS7MEMzdGZE,[],660209.0,63.0,No Genre
1489,Deemz,3gm9b6AeMf2eGQTLashkDt,[],190084.0,68.0,No Genre
1490,Trooh Hippi,62XEUcqnIRwA2y2PeRLRMC,[],2945.0,20.0,No Genre
1491,Tymek,1silJqJQfrrZNFvWWjAyhh,[],863367.0,63.0,No Genre
1492,ReTo,6QfFTZJHFSe9Xyes6DkAli,[],1115417.0,66.0,No Genre
1493,Smolasty,5GwdnlZaSwKpHmjcAijATP,['disco polo'],806019.0,57.0,Autre
1494,Kubi Producent,0WDJa0qnagyOnMaiD26wht,[],281052.0,67.0,No Genre
1495,francis,6HdxibJzoNkDUUDHagx3Ko,[],32931.0,71.0,No Genre
1496,Gibbs,1T4HxOYolAEb5PadIVKdWZ,[],676587.0,73.0,No Genre
1497,Alberto,79b4a4Bg30Y0RlO5de5jni,[],206656.0,56.0,No Genre
1498,Chivas,1fZAAHNWdSM5gqbi9o5iEA,[],427611.0,67.0,No Genre
1499,PRO8L3M,7v49oVVUhvIQG5EK0jkcF7,[],948011.0,71.0,No Genre
1500,Magiera,3OFZwEYEAKMEmUheZ8TKso,[],39342.0,59.0,No Genre
1501,White Widow,1KyVviwmYP83FyOApt86K0,[],169321.0,62.0,No Genre
1502,Sentino,6DAQjwwMGZ9QgqHhIkU7H0,[],257185.0,66.0,No Genre
1503,Kabe,4Q3xLVaD2uBZGVxmCYuSkt,[],362743.0,63.0,No Genre
1504,Guzior,7uWyXPJ04ihdQdYGGw3xVV,[],538021.0,62.0,No Genre
1505,Josef Bratan,4RoVw3AbSvjr1KFpzjBZgA,[],94781.0,50.0,No Genre
1506,Szpaku,0Wi2fADbhwXlPUWxBmzo99,[],921328.0,69.0,No Genre
1507,Dawid Kwiatkowski,0hwjSlN7w3WWQY3mLdogAC,[],420684.0,53.0,No Genre
1508,SB Maffija,0AEQNlJAZeghMaFyIYfrQG,[],876068.0,60.0,No Genre
1509,Tribbs,6iqDK7aHVlwGGgPmcdSK5L,['hypertechno'],169305.0,64.0,Electro
1510,Paluch,462yq5vpZnO172v3nK9ibv,[],1022138.0,62.0,No Genre
1511,Dawid Podsiadło,6EB8VE9f7Ut6NOgviN6gDW,[],2268196.0,67.0,No Genre
1512,Kaz Bałagane,2GzZAv52VCMdVli7QzkteT,[],360980.0,68.0,No Genre
1513,Jan-Rapowanie,43yekIowVCHkR6TGGg9gSp,[],519344.0,65.0,No Genre
1514,Wac Toja,5AmZdY72O0NVE0XxWdMfxv,[],,,No Genre
